Date,Product Category,Product Name,Store Name,Store Type,Year,Quarter,Month,Day,Sum of Year,Sum of Units Sold,Region,Sum of Profit,Sum of Revenue
2020-03-31 00:00:00,Games,Rubik's Cube,Times Square,Downtown,2020,Qtr 1,March,31,2020,24,New York,48,479.76
2020-03-31 00:00:00,Sports & Outdoors,Basketball Hoop,Lincoln Park,Residential,2020,Qtr 1,March,31,2020,13,Chicago,207.99999999999997,324.87
2020-03-31 00:00:00,Sports & Outdoors,Dart Gun,Fifth Avenue,Commercial,2020,Qtr 1,March,31,2020,38,New York,152,607.62
2020-03-31 00:00:00,Sports & Outdoors,Dart Gun,JFK,Airport,2020,Qtr 1,March,31,2020,26,New York,104,415.74
2020-03-31 00:00:00,Sports & Outdoors,Dart Gun,LAX,Airport,2020,Qtr 1,March,31,2020,29,Los Angeles,116,463.71
2020-03-31 00:00:00,Sports & Outdoors,Dart Gun,Lincoln Park,Residential,2020,Qtr 1,March,31,2020,8,Chicago,32,127.92
2020-03-31 00:00:00,Sports & Outdoors,Dart Gun,Michigan Ave,Commercial,2020,Qtr 1,March,31,2020,45,Chicago,180,719.55
2020-03-31 00:00:00,Sports & Outdoors,Dart Gun,Millenium,Downtown,2020,Qtr 1,March,31,2020,35,Chicago,140,559.65
2020-03-31 00:00:00,Sports & Outdoors,Dart Gun,O'Hare,Airport,2020,Qtr 1,March,31,2020,96,Chicago,384,1535.04
2020-03-31 00:00:00,Sports & Outdoors,Dart Gun,Times Square,Downtown,2020,Qtr 1,March,31,2020,25,New York,100,399.75
2020-03-31 00:00:00,Sports & Outdoors,Mini Ping Pong,Lincoln Park,Residential,2020,Qtr 1,March,31,2020,43,Chicago,129,429.57
2020-03-31 00:00:00,Sports & Outdoors,Mini Ping Pong,Times Square,Downtown,2020,Qtr 1,March,31,2020,17,New York,51,169.83
2020-03-31 00:00:00,Sports & Outdoors,Nerf Gun,Fifth Avenue,Commercial,2020,Qtr 1,March,31,2020,17,New York,84.99999999999997,339.83
2020-03-31 00:00:00,Sports & Outdoors,Nerf Gun,LAX,Airport,2020,Qtr 1,March,31,2020,59,Los Angeles,294.9999999999999,1179.4099999999999
2020-03-31 00:00:00,Sports & Outdoors,Nerf Gun,Michigan Ave,Commercial,2020,Qtr 1,March,31,2020,41,Chicago,204.99999999999991,819.5899999999999
2020-03-31 00:00:00,Sports & Outdoors,Nerf Gun,Millenium,Downtown,2020,Qtr 1,March,31,2020,8,Chicago,39.999999999999986,159.92
2020-03-31 00:00:00,Sports & Outdoors,Nerf Gun,O'Hare,Airport,2020,Qtr 1,March,31,2020,6,Chicago,29.99999999999999,119.94
2020-03-31 00:00:00,Sports & Outdoors,Nerf Gun,Times Square,Downtown,2020,Qtr 1,March,31,2020,19,New York,94.99999999999997,379.80999999999995
2020-03-31 00:00:00,Sports & Outdoors,Splash Balls,Fifth Avenue,Commercial,2020,Qtr 1,March,31,2020,126,New York,126,1132.74
2020-03-31 00:00:00,Sports & Outdoors,Splash Balls,Hollywood,Commercial,2020,Qtr 1,March,31,2020,41,Los Angeles,41,368.59000000000003
2020-03-31 00:00:00,Sports & Outdoors,Splash Balls,JFK,Airport,2020,Qtr 1,March,31,2020,74,New York,74,665.26
2020-03-31 00:00:00,Sports & Outdoors,Splash Balls,LAX,Airport,2020,Qtr 1,March,31,2020,61,Los Angeles,61,548.39
2020-03-31 00:00:00,Sports & Outdoors,Splash Balls,Lincoln Park,Residential,2020,Qtr 1,March,31,2020,89,Chicago,89,800.11
2020-03-31 00:00:00,Sports & Outdoors,Splash Balls,Michigan Ave,Commercial,2020,Qtr 1,March,31,2020,17,Chicago,17,152.83
2020-03-31 00:00:00,Sports & Outdoors,Splash Balls,Millenium,Downtown,2020,Qtr 1,March,31,2020,78,Chicago,78,701.22
2020-03-31 00:00:00,Sports & Outdoors,Splash Balls,O'Hare,Airport,2020,Qtr 1,March,31,2020,104,Chicago,104,934.96
2020-03-31 00:00:00,Sports & Outdoors,Splash Balls,Times Square,Downtown,2020,Qtr 1,March,31,2020,25,New York,25,224.75
2020-03-31 00:00:00,Sports & Outdoors,Water Gun,Hollywood,Commercial,2020,Qtr 1,March,31,2020,1,Los Angeles,3,14.99
2020-03-31 00:00:00,Sports & Outdoors,Water Gun,JFK,Airport,2020,Qtr 1,March,31,2020,20,New York,60,299.8
2020-03-31 00:00:00,Sports & Outdoors,Water Gun,Michigan Ave,Commercial,2020,Qtr 1,March,31,2020,24,Chicago,72,359.76
2020-03-31 00:00:00,Sports & Outdoors,Water Gun,Millenium,Downtown,2020,Qtr 1,March,31,2020,10,Chicago,30,149.9
2020-03-31 00:00:00,Sports & Outdoors,Water Gun,O'Hare,Airport,2020,Qtr 1,March,31,2020,7,Chicago,21,104.93
2020-03-31 00:00:00,Sports & Outdoors,Water Gun,Times Square,Downtown,2020,Qtr 1,March,31,2020,4,New York,12,59.96
2020-03-31 00:00:00,Toys,Action Figure,Fifth Avenue,Commercial,2020,Qtr 1,March,31,2020,98,New York,588,1567.02
2020-03-31 00:00:00,Toys,Action Figure,JFK,Airport,2020,Qtr 1,March,31,2020,59,New York,354,943.41
2020-03-31 00:00:00,Toys,Action Figure,LAX,Airport,2020,Qtr 1,March,31,2020,135,Los Angeles,810,2158.65
2020-03-31 00:00:00,Toys,Action Figure,Lincoln Park,Residential,2020,Qtr 1,March,31,2020,129,Chicago,774,2062.71
2020-03-31 00:00:00,Toys,Action Figure,Michigan Ave,Commercial,2020,Qtr 1,March,31,2020,98,Chicago,588,1567.02
2020-03-31 00:00:00,Toys,Action Figure,Millenium,Downtown,2020,Qtr 1,March,31,2020,164,Chicago,984,2622.36
2020-03-31 00:00:00,Toys,Action Figure,O'Hare,Airport,2020,Qtr 1,March,31,2020,35,Chicago,210,559.65
2020-03-31 00:00:00,Toys,Action Figure,Times Square,Downtown,2020,Qtr 1,March,31,2020,98,New York,588,1567.02
2020-03-31 00:00:00,Toys,Animal Figures,Fifth Avenue,Commercial,2020,Qtr 1,March,31,2020,26,New York,78,337.74
2020-03-31 00:00:00,Toys,Animal Figures,JFK,Airport,2020,Qtr 1,March,31,2020,17,New York,51,220.83
2020-03-31 00:00:00,Toys,Animal Figures,LAX,Airport,2020,Qtr 1,March,31,2020,31,Los Angeles,93,402.69
2020-03-31 00:00:00,Toys,Animal Figures,Lincoln Park,Residential,2020,Qtr 1,March,31,2020,68,Chicago,204,883.32
2020-03-31 00:00:00,Toys,Animal Figures,Michigan Ave,Commercial,2020,Qtr 1,March,31,2020,25,Chicago,75,324.75
2020-03-31 00:00:00,Toys,Animal Figures,Millenium,Downtown,2020,Qtr 1,March,31,2020,81,Chicago,243,1052.19
2020-03-31 00:00:00,Toys,Animal Figures,O'Hare,Airport,2020,Qtr 1,March,31,2020,78,Chicago,234,1013.22
2020-03-31 00:00:00,Toys,Animal Figures,Times Square,Downtown,2020,Qtr 1,March,31,2020,52,New York,156,675.48
2020-03-31 00:00:00,Toys,Dino Egg,Fifth Avenue,Commercial,2020,Qtr 1,March,31,2020,14,New York,14,153.86
2020-03-31 00:00:00,Toys,Dino Egg,Lincoln Park,Residential,2020,Qtr 1,March,31,2020,14,Chicago,14,153.86
2020-03-31 00:00:00,Toys,Dino Egg,Michigan Ave,Commercial,2020,Qtr 1,March,31,2020,23,Chicago,23,252.77
2020-03-31 00:00:00,Toys,Dino Egg,Millenium,Downtown,2020,Qtr 1,March,31,2020,9,Chicago,9,98.91
2020-03-31 00:00:00,Toys,Dino Egg,Times Square,Downtown,2020,Qtr 1,March,31,2020,6,New York,6,65.94
2020-03-31 00:00:00,Toys,Dinosaur Figures,Fifth Avenue,Commercial,2020,Qtr 1,March,31,2020,5,New York,20,74.95
2020-03-31 00:00:00,Toys,Dinosaur Figures,JFK,Airport,2020,Qtr 1,March,31,2020,8,New York,32,119.92
2020-03-31 00:00:00,Toys,Dinosaur Figures,LAX,Airport,2020,Qtr 1,March,31,2020,53,Los Angeles,212,794.47
2020-03-31 00:00:00,Toys,Dinosaur Figures,Michigan Ave,Commercial,2020,Qtr 1,March,31,2020,44,Chicago,176,659.5600000000001
2020-03-31 00:00:00,Toys,Dinosaur Figures,Millenium,Downtown,2020,Qtr 1,March,31,2020,14,Chicago,56,209.86
2020-03-31 00:00:00,Toys,Dinosaur Figures,Times Square,Downtown,2020,Qtr 1,March,31,2020,25,New York,100,374.75
2020-03-31 00:00:00,Toys,Hot Wheels Pack,Fifth Avenue,Commercial,2020,Qtr 1,March,31,2020,21,New York,42,125.79
2020-03-31 00:00:00,Toys,Hot Wheels Pack,JFK,Airport,2020,Qtr 1,March,31,2020,29,New York,58,173.71
2020-03-31 00:00:00,Toys,Hot Wheels Pack,LAX,Airport,2020,Qtr 1,March,31,2020,76,Los Angeles,152,455.24
2020-03-31 00:00:00,Toys,Hot Wheels Pack,Lincoln Park,Residential,2020,Qtr 1,March,31,2020,19,Chicago,38,113.81
2020-03-31 00:00:00,Toys,Hot Wheels Pack,Michigan Ave,Commercial,2020,Qtr 1,March,31,2020,24,Chicago,48,143.76
2020-03-31 00:00:00,Toys,Hot Wheels Pack,Millenium,Downtown,2020,Qtr 1,March,31,2020,17,Chicago,34,101.83
2020-03-31 00:00:00,Toys,Hot Wheels Pack,O'Hare,Airport,2020,Qtr 1,March,31,2020,75,Chicago,150,449.25
2020-03-31 00:00:00,Toys,Hot Wheels Pack,Times Square,Downtown,2020,Qtr 1,March,31,2020,19,New York,38,113.81
2020-03-31 00:00:00,Toys,Lego Bricks,Fifth Avenue,Commercial,2020,Qtr 1,March,31,2020,167,New York,835,6678.33
2020-03-31 00:00:00,Toys,Lego Bricks,Hollywood,Commercial,2020,Qtr 1,March,31,2020,32,Los Angeles,160,1279.68
2020-03-31 00:00:00,Toys,Lego Bricks,JFK,Airport,2020,Qtr 1,March,31,2020,65,New York,325,2599.35
2020-03-31 00:00:00,Toys,Lego Bricks,LAX,Airport,2020,Qtr 1,March,31,2020,157,Los Angeles,785,6278.43
2020-03-31 00:00:00,Toys,Lego Bricks,Lincoln Park,Residential,2020,Qtr 1,March,31,2020,61,Chicago,305,2439.3900000000003
2020-03-31 00:00:00,Toys,Lego Bricks,Michigan Ave,Commercial,2020,Qtr 1,March,31,2020,75,Chicago,375,2999.25
2020-03-31 00:00:00,Toys,Lego Bricks,Millenium,Downtown,2020,Qtr 1,March,31,2020,114,Chicago,570,4558.860000000001
2020-03-31 00:00:00,Toys,Lego Bricks,O'Hare,Airport,2020,Qtr 1,March,31,2020,23,Chicago,115,919.7700000000001
2020-03-31 00:00:00,Toys,Lego Bricks,Times Square,Downtown,2020,Qtr 1,March,31,2020,97,New York,485,3879.03
2020-03-31 00:00:00,Toys,Teddy Bear,JFK,Airport,2020,Qtr 1,March,31,2020,1,New York,2,12.99
2020-03-31 00:00:00,Toys,Teddy Bear,Lincoln Park,Residential,2020,Qtr 1,March,31,2020,4,Chicago,8,51.96
2020-03-31 00:00:00,Toys,Teddy Bear,Times Square,Downtown,2020,Qtr 1,March,31,2020,18,New York,36,233.82
2020-04-01 00:00:00,Art & Crafts,Barrel O' Slime,Hollywood,Commercial,2020,Qtr 2,April,1,2020,125,Los Angeles,396,598.75
2020-04-01 00:00:00,Art & Crafts,Barrel O' Slime,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,299,Chicago,177,1293.01
2020-04-01 00:00:00,Art & Crafts,Kids Makeup Kit,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,116,New York,695.9999999999998,2318.8399999999997
2020-04-01 00:00:00,Art & Crafts,Kids Makeup Kit,JFK,Airport,2020,Qtr 2,April,1,2020,40,New York,239.99999999999994,799.5999999999999
2020-04-01 00:00:00,Art & Crafts,Kids Makeup Kit,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,17,Chicago,101.99999999999997,339.83
2020-04-01 00:00:00,Art & Crafts,Kids Makeup Kit,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,144,Chicago,863.9999999999998,2878.56
2020-04-01 00:00:00,Art & Crafts,Magic Sand,LAX,Airport,2020,Qtr 2,April,1,2020,147,Los Angeles,102,2450.53
2020-04-01 00:00:00,Art & Crafts,PlayDoh Can,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,21,New York,21.000000000000004,62.790000000000006
2020-04-01 00:00:00,Art & Crafts,PlayDoh Can,JFK,Airport,2020,Qtr 2,April,1,2020,7,New York,7.000000000000002,20.93
2020-04-01 00:00:00,Art & Crafts,PlayDoh Can,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,98,Chicago,98.00000000000003,293.02000000000004
2020-04-01 00:00:00,Art & Crafts,PlayDoh Can,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,191,Chicago,191.00000000000003,571.09
2020-04-01 00:00:00,Art & Crafts,PlayDoh Toolkit,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,13,New York,13,64.87
2020-04-01 00:00:00,Art & Crafts,PlayDoh Toolkit,JFK,Airport,2020,Qtr 2,April,1,2020,34,New York,34,169.66
2020-04-01 00:00:00,Art & Crafts,PlayDoh Toolkit,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,44,Chicago,44,219.56
2020-04-01 00:00:00,Art & Crafts,PlayDoh Toolkit,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,18,Chicago,18,89.82000000000001
2020-04-01 00:00:00,Electronics,Colorbuds,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,117,New York,936,1753.83
2020-04-01 00:00:00,Electronics,Colorbuds,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,71,Chicago,568,1064.29
2020-04-01 00:00:00,Electronics,Colorbuds,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,289,Chicago,2348,4432.11
2020-04-01 00:00:00,Electronics,Gamer Headphones,Times Square,Downtown,2020,Qtr 2,April,1,2020,5,New York,295,204.95
2020-04-01 00:00:00,Electronics,Toy Robot,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,34,New York,170,883.66
2020-04-01 00:00:00,Electronics,Toy Robot,JFK,Airport,2020,Qtr 2,April,1,2020,9,New York,45,233.91
2020-04-01 00:00:00,Electronics,Toy Robot,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,17,Chicago,85,441.83
2020-04-01 00:00:00,Electronics,Toy Robot,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,26,Chicago,130,675.74
2020-04-01 00:00:00,Games,Classic Dominoes,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,29,Chicago,58,289.71
2020-04-01 00:00:00,Games,Deck Of Cards,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,17,New York,51,118.83
2020-04-01 00:00:00,Games,Deck Of Cards,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,108,Chicago,324,754.9200000000001
2020-04-01 00:00:00,Games,Deck Of Cards,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,47,Chicago,141,328.53000000000003
2020-04-01 00:00:00,Games,Glass Marbles,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,13,New York,65,142.87
2020-04-01 00:00:00,Games,Glass Marbles,JFK,Airport,2020,Qtr 2,April,1,2020,124,New York,620,1362.76
2020-04-01 00:00:00,Games,Glass Marbles,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,21,Chicago,105,230.79
2020-04-01 00:00:00,Games,Glass Marbles,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,29,Chicago,145,318.71
2020-04-01 00:00:00,Games,Jenga,Millenium,Downtown,2020,Qtr 2,April,1,2020,2,Chicago,233.99999999999994,119.98
2020-04-01 00:00:00,Games,Rubik's Cube,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,49,New York,98,979.5099999999999
2020-04-01 00:00:00,Games,Rubik's Cube,JFK,Airport,2020,Qtr 2,April,1,2020,49,New York,98,979.5099999999999
2020-04-01 00:00:00,Games,Rubik's Cube,LAX,Airport,2020,Qtr 2,April,1,2020,70,Los Angeles,140,1399.3
2020-04-01 00:00:00,Games,Rubik's Cube,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,66,Chicago,132,1319.34
2020-04-01 00:00:00,Games,Rubik's Cube,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,111,Chicago,222,2218.89
2020-04-01 00:00:00,Games,Rubik's Cube,O'Hare,Airport,2020,Qtr 2,April,1,2020,61,Chicago,160,1319.3899999999999
2020-04-01 00:00:00,Sports & Outdoors,Dart Gun,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,15,New York,60,239.85
2020-04-01 00:00:00,Sports & Outdoors,Dart Gun,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,11,Chicago,44,175.89000000000001
2020-04-01 00:00:00,Sports & Outdoors,Dart Gun,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,41,Chicago,164,655.59
2020-04-01 00:00:00,Sports & Outdoors,Dart Gun,Millenium,Downtown,2020,Qtr 2,April,1,2020,82,Chicago,328,1311.18
2020-04-01 00:00:00,Sports & Outdoors,Mini Ping Pong,JFK,Airport,2020,Qtr 2,April,1,2020,12,New York,36,119.88
2020-04-01 00:00:00,Sports & Outdoors,Mini Ping Pong,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,71,Chicago,213,709.29
2020-04-01 00:00:00,Sports & Outdoors,Nerf Gun,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,29,New York,144.99999999999994,579.7099999999999
2020-04-01 00:00:00,Sports & Outdoors,Nerf Gun,Hollywood,Commercial,2020,Qtr 2,April,1,2020,8,Los Angeles,39.999999999999986,159.92
2020-04-01 00:00:00,Sports & Outdoors,Nerf Gun,JFK,Airport,2020,Qtr 2,April,1,2020,27,New York,134.99999999999994,539.7299999999999
2020-04-01 00:00:00,Sports & Outdoors,Splash Balls,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,311,New York,311,2795.89
2020-04-01 00:00:00,Sports & Outdoors,Splash Balls,JFK,Airport,2020,Qtr 2,April,1,2020,72,New York,72,647.28
2020-04-01 00:00:00,Sports & Outdoors,Splash Balls,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,63,Chicago,63,566.37
2020-04-01 00:00:00,Sports & Outdoors,Splash Balls,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,58,Chicago,58,521.42
2020-04-01 00:00:00,Sports & Outdoors,Water Gun,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,13,New York,39,194.87
2020-04-01 00:00:00,Sports & Outdoors,Water Gun,JFK,Airport,2020,Qtr 2,April,1,2020,13,New York,39,194.87
2020-04-01 00:00:00,Sports & Outdoors,Water Gun,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,40,Chicago,120,599.6
2020-04-01 00:00:00,Sports & Outdoors,Water Gun,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,19,Chicago,57,284.81
2020-04-01 00:00:00,Toys,Action Figure,Beverly Hills,Residential,2020,Qtr 2,April,1,2020,57,Los Angeles,159,1011.4300000000001
2020-04-01 00:00:00,Toys,Action Figure,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,161,New York,966,2574.39
2020-04-01 00:00:00,Toys,Action Figure,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,109,Chicago,654,1742.91
2020-04-01 00:00:00,Toys,Action Figure,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,118,Chicago,708,1886.82
2020-04-01 00:00:00,Toys,Animal Figures,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,66,New York,198,857.34
2020-04-01 00:00:00,Toys,Animal Figures,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,41,Chicago,123,532.59
2020-04-01 00:00:00,Toys,Animal Figures,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,157,Chicago,471,2039.43
2020-04-01 00:00:00,Toys,Dino Egg,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,40,New York,40,439.6
2020-04-01 00:00:00,Toys,Dino Egg,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,31,Chicago,31,340.69
2020-04-01 00:00:00,Toys,Dino Egg,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,27,Chicago,27,296.73
2020-04-01 00:00:00,Toys,Dinosaur Figures,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,13,New York,52,194.87
2020-04-01 00:00:00,Toys,Dinosaur Figures,JFK,Airport,2020,Qtr 2,April,1,2020,23,New York,92,344.77
2020-04-01 00:00:00,Toys,Dinosaur Figures,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,44,Chicago,176,659.5600000000001
2020-04-01 00:00:00,Toys,Hot Wheels Pack,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,14,New York,28,83.86
2020-04-01 00:00:00,Toys,Hot Wheels Pack,JFK,Airport,2020,Qtr 2,April,1,2020,26,New York,52,155.74
2020-04-01 00:00:00,Toys,Hot Wheels Pack,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,14,Chicago,28,83.86
2020-04-01 00:00:00,Toys,Hot Wheels Pack,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,18,Chicago,36,107.82000000000001
2020-04-01 00:00:00,Toys,Lego Bricks,Fifth Avenue,Commercial,2020,Qtr 2,April,1,2020,164,New York,820,6558.360000000001
2020-04-01 00:00:00,Toys,Lego Bricks,JFK,Airport,2020,Qtr 2,April,1,2020,32,New York,160,1279.68
2020-04-01 00:00:00,Toys,Lego Bricks,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,36,Chicago,180,1439.64
2020-04-01 00:00:00,Toys,Lego Bricks,Michigan Ave,Commercial,2020,Qtr 2,April,1,2020,160,Chicago,800,6398.400000000001
2020-04-01 00:00:00,Toys,Teddy Bear,Lincoln Park,Residential,2020,Qtr 2,April,1,2020,6,Chicago,12,77.94
2020-04-02 00:00:00,Art & Crafts,Kids Makeup Kit,Millenium,Downtown,2020,Qtr 2,April,2,2020,29,Chicago,460,679.7099999999999
2020-04-02 00:00:00,Art & Crafts,PlayDoh Can,Hollywood,Commercial,2020,Qtr 2,April,2,2020,40,Los Angeles,40.00000000000001,119.60000000000001
2020-04-02 00:00:00,Electronics,Colorbuds,Hollywood,Commercial,2020,Qtr 2,April,2,2020,42,Los Angeles,128,729.58
2020-04-02 00:00:00,Games,Chutes & Ladders,Lincoln Park,Residential,2020,Qtr 2,April,2,2020,39,Chicago,268,606.61
2020-04-02 00:00:00,Games,Deck Of Cards,Millenium,Downtown,2020,Qtr 2,April,2,2020,220,Chicago,660,1537.8
2020-04-02 00:00:00,Games,Glass Marbles,Times Square,Downtown,2020,Qtr 2,April,2,2020,47,New York,196,616.53
2020-04-02 00:00:00,Sports & Outdoors,Dart Gun,Michigan Ave,Commercial,2020,Qtr 2,April,2,2020,26,Chicago,177,515.74
2020-04-02 00:00:00,Sports & Outdoors,Mini Ping Pong Set,LAX,Airport,2020,Qtr 2,April,2,2020,14,Los Angeles,154.99999999999997,239.86
2020-04-02 00:00:00,Sports & Outdoors,Splash Balls,LAX,Airport,2020,Qtr 2,April,2,2020,66,Los Angeles,66,593.34
2020-04-02 00:00:00,Sports & Outdoors,Splash Balls,O'Hare,Airport,2020,Qtr 2,April,2,2020,100,Chicago,90,999
2020-04-02 00:00:00,Toys,Action Figure,Beverly Hills,Residential,2020,Qtr 2,April,2,2020,99,Los Angeles,594,1583.01
2020-04-02 00:00:00,Toys,Animal Figures,Beverly Hills,Residential,2020,Qtr 2,April,2,2020,33,Los Angeles,218,528.6700000000001
2020-04-03 00:00:00,Art & Crafts,Barrel O' Slime,Beverly Hills,Residential,2020,Qtr 2,April,3,2020,79,Los Angeles,114,415.21000000000004
2020-04-03 00:00:00,Art & Crafts,PlayDoh Toolkit,Hollywood,Commercial,2020,Qtr 2,April,3,2020,12,Los Angeles,12,59.88
2020-04-03 00:00:00,Electronics,Colorbuds,Lincoln Park,Residential,2020,Qtr 2,April,3,2020,26,Chicago,188,489.74
2020-04-03 00:00:00,Games,Deck Of Cards,Michigan Ave,Commercial,2020,Qtr 2,April,3,2020,39,Chicago,166,372.61
2020-04-03 00:00:00,Sports & Outdoors,Dart Gun,Hollywood,Commercial,2020,Qtr 2,April,3,2020,17,Los Angeles,483,371.83
2020-04-03 00:00:00,Sports & Outdoors,Nerf Gun,LAX,Airport,2020,Qtr 2,April,3,2020,19,Los Angeles,191.00000000000003,479.80999999999995
2020-04-03 00:00:00,Sports & Outdoors,Supersoaker Water Gun,O'Hare,Airport,2020,Qtr 2,April,3,2020,10,Chicago,74,249.9
2020-04-03 00:00:00,Sports & Outdoors,Water Gun,LAX,Airport,2020,Qtr 2,April,3,2020,37,Los Angeles,111,554.63
2020-04-03 00:00:00,Toys,Animal Figures,Beverly Hills,Residential,2020,Qtr 2,April,3,2020,48,Los Angeles,144,623.52
2020-04-03 00:00:00,Toys,Dino Egg,Millenium,Downtown,2020,Qtr 2,April,3,2020,48,Chicago,48,527.52
2020-04-03 00:00:00,Toys,Hot Wheels 5-Pack,Times Square,Downtown,2020,Qtr 2,April,3,2020,68,New York,185.99999999999994,507.32
2020-04-03 00:00:00,Toys,Lego Bricks,Millenium,Downtown,2020,Qtr 2,April,3,2020,80,Chicago,268,3299.2000000000003
2020-04-04 00:00:00,Art & Crafts,Kids Makeup Kit,Times Square,Downtown,2020,Qtr 2,April,4,2020,21,New York,550,519.79
2020-04-04 00:00:00,Art & Crafts,Magic Sand,Millenium,Downtown,2020,Qtr 2,April,4,2020,104,Chicago,267,1762.96
2020-04-04 00:00:00,Art & Crafts,PlayDoh Can,LAX,Airport,2020,Qtr 2,April,4,2020,131,Los Angeles,88,491.69000000000005
2020-04-04 00:00:00,Games,Chutes & Ladders,Beverly Hills,Residential,2020,Qtr 2,April,4,2020,18,Los Angeles,110,333.82
2020-04-04 00:00:00,Games,Classic Dominoes,Beverly Hills,Residential,2020,Qtr 2,April,4,2020,23,Los Angeles,46,229.77
2020-04-04 00:00:00,Games,Deck Of Cards,Hollywood,Commercial,2020,Qtr 2,April,4,2020,141,Los Angeles,126,1085.5900000000001
2020-04-04 00:00:00,Games,Rubik's Cube,Hollywood,Commercial,2020,Qtr 2,April,4,2020,24,Los Angeles,48,479.76
2020-04-04 00:00:00,Sports & Outdoors,Dart Gun,Lincoln Park,Residential,2020,Qtr 2,April,4,2020,32,Chicago,108,611.6800000000001
2020-04-04 00:00:00,Toys,Dino Egg,Michigan Ave,Commercial,2020,Qtr 2,April,4,2020,106,Chicago,68,1264.94
2020-04-04 00:00:00,Toys,Dinosaur Figures,Millenium,Downtown,2020,Qtr 2,April,4,2020,148,Chicago,592,2218.52
2020-04-04 00:00:00,Toys,Teddy Bear,LAX,Airport,2020,Qtr 2,April,4,2020,1,Los Angeles,2,12.99
2020-04-04 00:00:00,Toys,Teddy Bear,O'Hare,Airport,2020,Qtr 2,April,4,2020,7,Chicago,85,190.93
2020-04-05 00:00:00,Art & Crafts,PlayDoh Playset,LAX,Airport,2020,Qtr 2,April,5,2020,7,Los Angeles,97,274.92999999999995
2020-04-05 00:00:00,Electronics,Toy Robot,LAX,Airport,2020,Qtr 2,April,5,2020,3,Los Angeles,15,77.97
2020-04-05 00:00:00,Electronics,Toy Robot,O'Hare,Airport,2020,Qtr 2,April,5,2020,5,Chicago,90,229.95
2020-04-05 00:00:00,Games,Classic Dominoes,Beverly Hills,Residential,2020,Qtr 2,April,5,2020,25,Los Angeles,908,349.75
2020-04-05 00:00:00,Games,Deck Of Cards,Lincoln Park,Residential,2020,Qtr 2,April,5,2020,16,Chicago,146,211.84
2020-04-05 00:00:00,Games,Glass Marbles,Millenium,Downtown,2020,Qtr 2,April,5,2020,27,Chicago,135,296.73
